game_id	quarter	q_time	q_time_remaining	team	event	score	team1_score	team2_score	team1_event_point	team2_event_point	player1	player2	action	action_what	foot_value	free_throw	point_info	player_secondary	action_secondary	team_action
401126814	1	00:00	12:00	lac	Ivica Zubac vs. DeMarcus Cousins (Shai Gilgeous-Alexander gains possession)	0 - 0	0	0	0	0	Ivica Zubac	DeMarcus Cousins	vs.					Shai Gilgeous-Alexander	gains possession	
401126814	1	00:18	11:42	lac	Kevin Durant blocks Ivica Zubac 's 7-foot jumper	0 - 0	0	0	0	0	Kevin Durant	Ivica Zubac	blocks	jumper	7					
401126814	1	00:19	11:41	lac	Patrick Beverley offensive rebound	0 - 0	0	0	0	0	Patrick Beverley		offensive rebound							
401126814	1	00:25	11:35	lac	Shai Gilgeous-Alexander misses 23-foot three point jumper	0 - 0	0	0	0	0	Shai Gilgeous-Alexander		misses	jumper	23		three			
401126814	1	00:27	11:33	gs	Stephen Curry defensive rebound	0 - 0	0	0	0	0	Stephen Curry		defensive rebound							
401126814	1	00:38	11:22	gs	DeMarcus Cousins misses 8-foot two point shot	0 - 0	0	0	0	0	DeMarcus Cousins		misses	shot	8		two			
401126814	1	00:39	11:21	lac	Danilo Gallinari defensive rebound	0 - 0	0	0	0	0	Danilo Gallinari		defensive rebound							
401126814	1	00:51	11:09	lac	Danilo Gallinari makes 30-foot three point jumper (Patrick Beverley assists)	3 - 0	3	0	3	0	Danilo Gallinari		makes	jumper	30		three	Patrick Beverley	assists	
401126814	1	01:15	10:45	gs	DeMarcus Cousins makes dunk (Stephen Curry assists)	3 - 2	3	2	0	2	DeMarcus Cousins		makes	dunk				Stephen Curry	assists	
401126814	1	01:24	10:36	lac	Ivica Zubac lost ball turnover (DeMarcus Cousins steals)	3 - 2	3	2	0	0	Ivica Zubac		turnover					DeMarcus Cousins	steals	
401126814	1	01:32	10:28	gs	DeMarcus Cousins misses two point shot	3 - 2	3	2	0	0	DeMarcus Cousins		misses	shot			two			
401126814	1	01:33	10:27	lac	Danilo Gallinari defensive rebound	3 - 2	3	2	0	0	Danilo Gallinari		defensive rebound							
401126814	1	01:52	10:08	lac	Patrick Beverley misses 22-foot three point jumper	3 - 2	3	2	0	0	Patrick Beverley		misses	jumper	22		three			
401126814	1	01:56	10:04	lac	Clippers offensive team rebound	3 - 2	3	2	0	0			offensive rebound	team						clippers
401126814	1	02:06	9:54	lac	Danilo Gallinari misses 13-foot jumper	3 - 2	3	2	0	0	Danilo Gallinari		misses	jumper	13					
401126814	1	02:07	9:53	gs	Stephen Curry defensive rebound	3 - 2	3	2	0	0	Stephen Curry		defensive rebound							
401126814	1	02:12	9:48	gs	Draymond Green bad pass (Patrick Beverley steals)	3 - 2	3	2	0	0	Draymond Green		bad pass					Patrick Beverley	steals	
401126814	1	02:15	9:45	lac	Patrick Beverley bad pass (Klay Thompson steals)	3 - 2	3	2	0	0	Patrick Beverley		bad pass					Klay Thompson	steals	
401126814	1	02:23	9:37	gs	Klay Thompson misses 28-foot three point jumper	3 - 2	3	2	0	0	Klay Thompson		misses	jumper	28		three			
401126814	1	02:25	9:35	lac	Danilo Gallinari defensive rebound	3 - 2	3	2	0	0	Danilo Gallinari		defensive rebound							
