game_id	quarter	q_time	q_time_remaining	team	event	score	team1_score	team2_score	team1_event_point	team2_event_point	player1	player2	action	action_what	foot_value	free_throw	point_info	player_secondary	action_secondary	team_action
401126817	1	00:00	12:00	det	Brook Lopez vs. Andre Drummond (Reggie Jackson gains possession)	0 - 0	0	0	0	0	Brook Lopez	Andre Drummond	vs.					Reggie Jackson	gains possession	
401126817	1	00:25	11:35	det	Luke Kennard makes 14-foot jump bank shot (Reggie Jackson assists)	0 - 2	0	2	0	2	Luke Kennard		makes	jump bank shot	14			Reggie Jackson	assists	
401126817	1	00:42	11:18	mil	Giannis Antetokounmpo lost ball turnover (Wayne Ellington steals)	0 - 2	0	2	0	0	Giannis Antetokounmpo		turnover					Wayne Ellington	steals	
401126817	1	00:55	11:05	det	Andre Drummond out of bounds bad pass turnover	0 - 2	0	2	0	0	Andre Drummond		turnover							
401126817	1	01:09	10:51	mil	Eric Bledsoe misses 27-foot step back jumpshot	0 - 2	0	2	0	0	Eric Bledsoe		misses	step back jumpshot	27					
401126817	1	01:13	10:47	det	Luke Kennard defensive rebound	0 - 2	0	2	0	0	Luke Kennard		defensive rebound							
401126817	1	01:17	10:43	det	Reggie Jackson makes 26-foot running pullup jump shot	0 - 5	0	5	0	3	Reggie Jackson		makes	running pullup jump shot	26					
401126817	1	01:34	10:26	mil	Eric Bledsoe out of bounds bad pass turnover	0 - 5	0	5	0	0	Eric Bledsoe		turnover							
401126817	1	01:41	10:19	det	Reggie Jackson bad pass (Eric Bledsoe steals)	0 - 5	0	5	0	0	Reggie Jackson		bad pass					Eric Bledsoe	steals	
401126817	1	01:47	10:13	mil	Eric Bledsoe makes layup (Giannis Antetokounmpo assists)	2 - 5	2	5	2	0	Eric Bledsoe		makes	layup				Giannis Antetokounmpo	assists	
401126817	1	01:55	10:05	det	Luke Kennard makes driving layup (Reggie Jackson assists)	2 - 7	2	7	0	2	Luke Kennard		makes	driving layup				Reggie Jackson	assists	
401126817	1	02:05	9:55	mil	Khris Middleton misses driving floating jump shot	2 - 7	2	7	0	0	Khris Middleton		misses	driving floating jump shot						
401126817	1	02:08	9:52	det	Luke Kennard defensive rebound	2 - 7	2	7	0	0	Luke Kennard		defensive rebound							
401126817	1	02:14	9:46	det	Brook Lopez blocks Andre Drummond's hook shot	2 - 7	2	7	0	0	Brook Lopez	Andre Drummond	blocks	hook shot						
401126817	1	02:16	9:44	det	Reggie Jackson offensive rebound	2 - 7	2	7	0	0	Reggie Jackson		offensive rebound							
401126817	1	02:20	9:40	det	Reggie Jackson misses 26-foot three point jumper	2 - 7	2	7	0	0	Reggie Jackson		misses	jumper	26		three			
401126817	1	02:23	9:37	mil	Brook Lopez defensive rebound	2 - 7	2	7	0	0	Brook Lopez		defensive rebound							
401126817	1	02:29	9:31	mil	Brook Lopez makes three point jumper (Eric Bledsoe assists)	5 - 7	5	7	3	0	Brook Lopez		makes	jumper			three	Eric Bledsoe	assists	
401126817	1	02:51	9:09	det	Brook Lopez blocks Andre Drummond's layup	5 - 7	5	7	0	0	Brook Lopez	Andre Drummond	blocks	layup						
401126817	1	02:54	9:06	det	Andre Drummond offensive rebound	5 - 7	5	7	0	0	Andre Drummond		offensive rebound							
401126817	1	02:55	9:05	det	Andre Drummond misses 3-foot jumper	5 - 7	5	7	0	0	Andre Drummond		misses	jumper	3					
401126817	1	02:55	9:05	det	Andre Drummond offensive rebound	5 - 7	5	7	0	0	Andre Drummond		offensive rebound							
401126817	1	02:55	9:05	det	Reggie Jackson out of bounds bad pass turnover	5 - 7	5	7	0	0	Reggie Jackson		turnover							
401126817	1	03:12	8:48	det	Blake Griffin personal foul	5 - 7	5	7	0	0	Blake Griffin		foul							
