game_id	quarter	q_time	q_time_remaining	team	event	score	team1_score	team2_score	team1_event_point	team2_event_point	player1	player2	action	action_what	foot_value	free_throw	point_info	player_secondary	action_secondary	team_action
401129113	1	00:00	12:00	tor	Joel Embiid vs. Marc Gasol (Kyle Lowry gains possession)	0 - 0	0	0	0	0	Joel Embiid	Marc Gasol	vs.					Kyle Lowry	gains possession	
401129113	1	00:23	11:37	tor	Pascal Siakam makes pullup jump shot	0 - 2	0	2	0	2	Pascal Siakam		makes	pullup jump shot						
401129113	1	00:41	11:19	phi	Joel Embiid misses layup	0 - 2	0	2	0	0	Joel Embiid		misses	layup						
401129113	1	00:45	11:15	phi	Jimmy Butler offensive rebound	0 - 2	0	2	0	0	Jimmy Butler		offensive rebound							
401129113	1	00:45	11:15	phi	Jimmy Butler makes tip shot	2 - 2	2	2	2	0	Jimmy Butler		makes	tip shot						
401129113	1	00:56	11:04	tor	Pascal Siakam misses 25-foot three point jumper	2 - 2	2	2	0	0	Pascal Siakam		misses	jumper	25		three			
401129113	1	00:59	11:01	phi	Ben Simmons defensive rebound	2 - 2	2	2	0	0	Ben Simmons		defensive rebound							
401129113	1	01:04	10:56	phi	Tobias Harris makes 28-foot three point shot (Ben Simmons assists)	5 - 2	5	2	3	0	Tobias Harris		makes	shot	28		three	Ben Simmons	assists	
401129113	1	01:28	10:32	tor	Pascal Siakam misses 11-foot two point shot	5 - 2	5	2	0	0	Pascal Siakam		misses	shot	11		two			
401129113	1	01:31	10:29	phi	Ben Simmons defensive rebound	5 - 2	5	2	0	0	Ben Simmons		defensive rebound							
401129113	1	01:34	10:26	phi	JJ Redick out of bounds lost ball turnover	5 - 2	5	2	0	0	JJ Redick		turnover							
401129113	1	01:51	10:09	tor	Marc Gasol misses 18-foot jumper	5 - 2	5	2	0	0	Marc Gasol		misses	jumper	18					
401129113	1	01:54	10:06	phi	Tobias Harris defensive rebound	5 - 2	5	2	0	0	Tobias Harris		defensive rebound							
401129113	1	01:57	10:03	phi	Ben Simmons makes two point shot (Tobias Harris assists)	7 - 2	7	2	2	0	Ben Simmons		makes	shot			two	Tobias Harris	assists	
401129113	1	02:08	9:52	tor	Kawhi Leonard misses driving layup	7 - 2	7	2	0	0	Kawhi Leonard		misses	driving layup						
401129113	1	02:08	9:52	phi	Tobias Harris defensive rebound	7 - 2	7	2	0	0	Tobias Harris		defensive rebound							
401129113	1	02:12	9:48	phi	Ben Simmons traveling	7 - 2	7	2	0	0	Ben Simmons		traveling							
401129113	1	02:32	9:28	tor	Kawhi Leonard makes driving dunk	7 - 4	7	4	0	2	Kawhi Leonard		makes	driving dunk						
401129113	1	02:52	9:08	phi	Joel Embiid misses 20-foot pullup jump shot	7 - 4	7	4	0	0	Joel Embiid		misses	pullup jump shot	20					
401129113	1	02:54	9:06	tor	Kawhi Leonard defensive rebound	7 - 4	7	4	0	0	Kawhi Leonard		defensive rebound							
401129113	1	02:59	9:01	tor	Kawhi Leonard makes 13-foot two point shot	7 - 6	7	6	0	2	Kawhi Leonard		makes	shot	13		two			
401129113	1	03:14	8:46	phi	JJ Redick misses 30-foot three point jumper	7 - 6	7	6	0	0	JJ Redick		misses	jumper	30		three			
401129113	1	03:14	8:46	tor	Pascal Siakam defensive rebound	7 - 6	7	6	0	0	Pascal Siakam		defensive rebound							
401129113	1	03:19	8:41	phi	Tobias Harris shooting foul	7 - 6	7	6	0	0	Tobias Harris		foul							
401129113	1	03:19	8:41	tor	Pascal Siakam makes free throw 1 of 2	7 - 7	7	7	0	1	Pascal Siakam		makes	free throw		1-2				
401129113	1	03:19	8:41	tor	Pascal Siakam misses free throw 2 of 2	7 - 7	7	7	0	0	Pascal Siakam		misses	free throw		2-2				
401129113	1	03:21	8:39	phi	Joel Embiid defensive rebound	7 - 7	7	7	0	0	Joel Embiid		defensive rebound							
401129113	1	03:32	8:28	phi	Jimmy Butler misses 25-foot three point jumper	7 - 7	7	7	0	0	Jimmy Butler		misses	jumper	25		three			
401129113	1	03:33	8:27	tor	Raptors defensive team rebound	7 - 7	7	7	0	0			defensive rebound	team						raptors
401129113	1	03:43	8:17	tor	Kawhi Leonard makes 16-foot pullup jump shot	7 - 9	7	9	0	2	Kawhi Leonard		makes	pullup jump shot	16					
401129113	1	03:58	8:02	phi	Jimmy Butler misses 14-foot two point shot	7 - 9	7	9	0	0	Jimmy Butler		misses	shot	14		two			
401129113	1	04:01	7:59	tor	Danny Green defensive rebound	7 - 9	7	9	0	0	Danny Green		defensive rebound							
401129113	1	04:04	7:56	tor	Pascal Siakam makes dunk (Kyle Lowry assists)	7 - 11	7	11	0	2	Pascal Siakam		makes	dunk				Kyle Lowry	assists	
401129113	1	04:04	7:56	phi	76ers Full timeout	7 - 11	7	11	0	0			full timeout							76ers
401129113	1	04:12	7:48	tor	Marc Gasol personal foul	7 - 11	7	11	0	0	Marc Gasol		foul							
401129113	1	04:23	7:37	phi	Joel Embiid makes 6-foot two point shot (Tobias Harris assists)	9 - 11	9	11	2	0	Joel Embiid		makes	shot	6		two	Tobias Harris	assists	
401129113	1	04:34	7:26	tor	Danny Green makes layup (Kyle Lowry assists)	9 - 13	9	13	0	2	Danny Green		makes	layup				Kyle Lowry	assists	
401129113	1	04:57	7:03	phi	Joel Embiid misses driving layup	9 - 13	9	13	0	0	Joel Embiid		misses	driving layup						
401129113	1	05:00	7:00	tor	Pascal Siakam defensive rebound	9 - 13	9	13	0	0	Pascal Siakam		defensive rebound							
401129113	1	05:10	6:50	tor	Pascal Siakam makes 4-foot two point shot	9 - 15	9	15	0	2	Pascal Siakam		makes	shot	4		two			
401129113	1	05:25	6:35	phi	Jimmy Butler makes 3-foot two point shot (Tobias Harris assists)	11 - 15	11	15	2	0	Jimmy Butler		makes	shot	3		two	Tobias Harris	assists	
401129113	1	05:25	6:35	tor	Kyle Lowry shooting foul	11 - 15	11	15	0	0	Kyle Lowry		foul							
401129113	1	05:25	6:35	phi	Boban Marjanovic enters the game for Joel Embiid	11 - 15	11	15	0	0	Boban Marjanovic	Joel Embiid	enters the game for							
401129113	1	05:25	6:35	phi	Jimmy Butler misses free throw 1 of 1	11 - 15	11	15	0	0	Jimmy Butler		misses	free throw		1-1				
401129113	1	05:27	6:33	tor	Kawhi Leonard defensive rebound	11 - 15	11	15	0	0	Kawhi Leonard		defensive rebound							
401129113	1	05:32	6:28	phi	JJ Redick personal foul	11 - 15	11	15	0	0	JJ Redick		foul							
