game_id	quarter	q_time	q_time_remaining	team	event	score	team1_score	team2_score	team1_event_point	team2_event_point	player1	player2	action	action_what	foot_value	free_throw	point_info	player_secondary	action_secondary	team_action
401126818	1	00:00	12:00	gs	Andrew Bogut vs. Ivica Zubac (Draymond Green gains possession)	0 - 0	0	0	0	0	Andrew Bogut	Ivica Zubac	vs.					Draymond Green	gains possession	
401126818	1	00:13	11:47	gs	Stephen Curry misses 17-foot pullup jump shot	0 - 0	0	0	0	0	Stephen Curry		misses	pullup jump shot	17					
401126818	1	00:16	11:44	lac	Danilo Gallinari defensive rebound	0 - 0	0	0	0	0	Danilo Gallinari		defensive rebound							
401126818	1	00:30	11:30	lac	Landry Shamet offensive foul	0 - 0	0	0	0	0	Landry Shamet		foul							
401126818	1	00:30	11:30	lac	Landry Shamet turnover	0 - 0	0	0	0	0	Landry Shamet		turnover							
401126818	1	00:42	11:18	gs	Kevin Durant makes 18-foot pullup jump shot (Andrew Bogut assists)	2 - 0	2	0	2	0	Kevin Durant		makes	pullup jump shot	18			Andrew Bogut	assists	
401126818	1	00:58	11:02	lac	Shai Gilgeous-Alexander misses 11-foot pullup jump shot	2 - 0	2	0	0	0	Shai Gilgeous-Alexander		misses	pullup jump shot	11					
401126818	1	01:00	11:00	gs	Andrew Bogut defensive rebound	2 - 0	2	0	0	0	Andrew Bogut		defensive rebound							
401126818	1	01:02	10:58	lac	Patrick Beverley personal foul	2 - 0	2	0	0	0	Patrick Beverley		foul							
401126818	1	01:05	10:55	gs	Kevin Durant offensive foul	2 - 0	2	0	0	0	Kevin Durant		foul							
401126818	1	01:05	10:55	gs	Kevin Durant turnover	2 - 0	2	0	0	0	Kevin Durant		turnover							
401126818	1	01:16	10:44	lac	Ivica Zubac offensive foul	2 - 0	2	0	0	0	Ivica Zubac		foul							
401126818	1	01:16	10:44	lac	Ivica Zubac turnover	2 - 0	2	0	0	0	Ivica Zubac		turnover							
401126818	1	01:30	10:30	gs	Kevin Durant makes 17-foot pullup jump shot	4 - 0	4	0	2	0	Kevin Durant		makes	pullup jump shot	17					
401126818	1	01:39	10:21	gs	Kevin Durant personal foul	4 - 0	4	0	0	0	Kevin Durant		foul							
401126818	1	01:54	10:06	lac	Danilo Gallinari bad pass (Kevin Durant steals)	4 - 0	4	0	0	0	Danilo Gallinari		bad pass					Kevin Durant	steals	
401126818	1	01:57	10:03	gs	Kevin Durant lost ball turnover (Shai Gilgeous-Alexander steals)	4 - 0	4	0	0	0	Kevin Durant		turnover					Shai Gilgeous-Alexander	steals	
401126818	1	02:05	9:55	lac	Shai Gilgeous-Alexander makes 25-foot three point jumper (Danilo Gallinari assists)	4 - 3	4	3	0	3	Shai Gilgeous-Alexander		makes	jumper	25		three	Danilo Gallinari	assists	
401126818	1	02:19	9:41	gs	Kevin Durant makes 19-foot jumper (Andrew Bogut assists)	6 - 3	6	3	2	0	Kevin Durant		makes	jumper	19			Andrew Bogut	assists	
401126818	1	02:27	9:33	lac	Draymond Green blocks Landry Shamet 's 25-foot three point jumper	6 - 3	6	3	0	0	Draymond Green	Landry Shamet	blocks	jumper	25		three			
401126818	1	02:27	9:33	gs	Kevin Durant defensive rebound	6 - 3	6	3	0	0	Kevin Durant		defensive rebound							
401126818	1	02:33	9:27	gs	Stephen Curry makes 26-foot three point jumper (Kevin Durant assists)	9 - 3	9	3	3	0	Stephen Curry		makes	jumper	26		three	Kevin Durant	assists	
401126818	1	02:52	9:08	gs	Andrew Bogut shooting foul	9 - 3	9	3	0	0	Andrew Bogut		foul							
401126818	1	02:52	9:08	lac	Ivica Zubac makes free throw 1 of 2	9 - 4	9	4	0	1	Ivica Zubac		makes	free throw		1-2				
401126818	1	02:52	9:08	lac	Ivica Zubac misses free throw 2 of 2	9 - 4	9	4	0	0	Ivica Zubac		misses	free throw		2-2				
401126818	1	02:55	9:05	gs	Draymond Green defensive rebound	9 - 4	9	4	0	0	Draymond Green		defensive rebound							
401126818	1	02:58	9:02	gs	Shai Gilgeous-Alexander blocks Klay Thompson 's 12-foot step back jumpshot	9 - 4	9	4	0	0	Shai Gilgeous-Alexander	Klay Thompson	blocks	step back jumpshot	12					
401126818	1	03:02	8:58	lac	Ivica Zubac defensive rebound	9 - 4	9	4	0	0	Ivica Zubac		defensive rebound							
401126818	1	03:11	8:49	lac	Shai Gilgeous-Alexander misses 26-foot three point jumper	9 - 4	9	4	0	0	Shai Gilgeous-Alexander		misses	jumper	26		three			
401126818	1	03:14	8:46	gs	Warriors defensive team rebound	9 - 4	9	4	0	0			defensive rebound	team						warriors
401126818	1	03:30	8:30	gs	Andrew Bogut makes dunk (Kevin Durant assists)	11 - 4	11	4	2	0	Andrew Bogut		makes	dunk				Kevin Durant	assists	
