game_id	quarter	q_time	q_time_remaining	team	event	score	team1_score	team2_score	team1_event_point	team2_event_point	player1	player2	action	action_what	foot_value	free_throw	point_info	player_secondary	action_secondary	team_action
401126830	1	00:00	12:00	sa	Nikola Jokic vs. Jakob Poeltl (Derrick White gains possession)	0 - 0	0	0	0	0	Nikola Jokic	Jakob Poeltl	vs.					Derrick White	gains possession	
401126830	1	00:22	11:38	sa	Derrick White makes 5-foot two point shot (LaMarcus Aldridge assists)	0 - 2	0	2	0	2	Derrick White		makes	shot	5		two	LaMarcus Aldridge	assists	
401126830	1	00:47	11:13	den	Gary Harris misses 27-foot three point jumper	0 - 2	0	2	0	0	Gary Harris		misses	jumper	27		three			
401126830	1	00:50	11:10	sa	LaMarcus Aldridge defensive rebound	0 - 2	0	2	0	0	LaMarcus Aldridge		defensive rebound							
401126830	1	00:56	11:04	sa	DeMar DeRozan makes 9-foot two point shot	0 - 4	0	4	0	2	DeMar DeRozan		makes	shot	9		two			
401126830	1	01:19	10:41	den	Paul Millsap makes 14-foot step back jumpshot (Gary Harris assists)	2 - 4	2	4	2	0	Paul Millsap		makes	step back jumpshot	14			Gary Harris	assists	
401126830	1	01:37	10:23	sa	LaMarcus Aldridge misses 18-foot jumper	2 - 4	2	4	0	0	LaMarcus Aldridge		misses	jumper	18					
401126830	1	01:41	10:19	sa	Jakob Poeltl offensive rebound	2 - 4	2	4	0	0	Jakob Poeltl		offensive rebound							
401126830	1	01:43	10:17	sa	Derrick White misses 26-foot three point jumper	2 - 4	2	4	0	0	Derrick White		misses	jumper	26		three			
401126830	1	01:46	10:14	den	Nikola Jokic defensive rebound	2 - 4	2	4	0	0	Nikola Jokic		defensive rebound							
401126830	1	01:55	10:05	den	Nikola Jokic misses 15-foot jumper	2 - 4	2	4	0	0	Nikola Jokic		misses	jumper	15					
401126830	1	01:58	10:02	sa	LaMarcus Aldridge defensive rebound	2 - 4	2	4	0	0	LaMarcus Aldridge		defensive rebound							
401126830	1	02:07	9:53	sa	DeMar DeRozan misses two point shot	2 - 4	2	4	0	0	DeMar DeRozan		misses	shot			two			
401126830	1	02:09	9:51	sa	Jakob Poeltl offensive rebound	2 - 4	2	4	0	0	Jakob Poeltl		offensive rebound							
401126830	1	02:10	9:50	sa	Derrick White makes 4-foot two point shot (Jakob Poeltl assists)	2 - 6	2	6	0	2	Derrick White		makes	shot	4		two	Jakob Poeltl	assists	
401126830	1	02:31	9:29	sa	Jakob Poeltl shooting foul	2 - 6	2	6	0	0	Jakob Poeltl		foul							
401126830	1	02:31	9:29	den	Nikola Jokic misses free throw 1 of 2	2 - 6	2	6	0	0	Nikola Jokic		misses	free throw		1-2				
401126830	1	02:31	9:29	den	Nuggets offensive team rebound	2 - 6	2	6	0	0			offensive rebound	team						nuggets
401126830	1	02:31	9:29	den	Nikola Jokic makes free throw 2 of 2	3 - 6	3	6	1	0	Nikola Jokic		makes	free throw		2-2				
401126830	1	02:46	9:14	sa	LaMarcus Aldridge makes 19-foot jumper (DeMar DeRozan assists)	3 - 8	3	8	0	2	LaMarcus Aldridge		makes	jumper	19			DeMar DeRozan	assists	
401126830	1	02:58	9:02	den	Gary Harris makes 26-foot three pointer (Nikola Jokic assists)	6 - 8	6	8	3	0	Gary Harris		makes	er	26		three	Nikola Jokic	assists	
401126830	1	03:17	8:43	sa	DeMar DeRozan misses two point shot	6 - 8	6	8	0	0	DeMar DeRozan		misses	shot			two			
401126830	1	03:20	8:40	sa	LaMarcus Aldridge offensive rebound	6 - 8	6	8	0	0	LaMarcus Aldridge		offensive rebound							
401126830	1	03:20	8:40	sa	LaMarcus Aldridge misses two point shot	6 - 8	6	8	0	0	LaMarcus Aldridge		misses	shot			two			
401126830	1	03:21	8:39	den	Nikola Jokic defensive rebound	6 - 8	6	8	0	0	Nikola Jokic		defensive rebound							
401126830	1	03:29	8:31	den	Paul Millsap makes driving floating jump shot	8 - 8	8	8	2	0	Paul Millsap		makes	driving floating jump shot						
401126830	1	03:44	8:16	sa	Bryn Forbes makes 27-foot three point jumper (LaMarcus Aldridge assists)	8 - 11	8	11	0	3	Bryn Forbes		makes	jumper	27		three	LaMarcus Aldridge	assists	
